period,draw_date,n1,n2,n3,n4,n5,n6,special,draw_order,sales_amount,sales_count,prize_total,jackpot_winners,second_winners,third_winners,fourth_winners,fifth_winners,sixth_winners,seventh_winners,normal_winners,source,fetched_at
103000084,2014-10-07,17,18,40,41,45,47,29,,102854600,2057092,56570030,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000085,2014-10-10,1,11,19,24,26,28,33,,95572000,1911440,134127282,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000086,2014-10-14,9,10,14,20,36,47,8,,101116450,2022329,55614047,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000087,2014-10-17,2,11,20,32,33,36,39,,103650200,2073004,135618981,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000088,2014-10-21,14,28,31,38,42,44,45,,99453500,1989070,58156303,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000089,2014-10-24,1,17,20,36,37,45,15,,103306350,2066127,85366579,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000090,2014-10-28,5,16,25,32,37,44,21,,100440550,2008811,109200021,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000091,2014-10-31,2,8,10,14,27,49,20,,104677500,2093550,136019792,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000092,2014-11-04,3,20,30,35,38,41,47,,101302700,2026054,144953322,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000093,2014-11-07,11,19,25,27,40,49,33,,110992150,2219843,175082582,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000094,2014-11-11,5,11,18,23,36,43,14,,112944800,2258896,198937560,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000095,2014-11-14,15,16,29,34,41,44,49,,116312350,2326247,223009627,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000096,2014-11-18,11,12,20,26,28,43,6,,123248900,2464978,256386049,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000097,2014-11-21,2,3,22,26,32,34,40,,137759000,2755180,285472166,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000098,2014-11-25,1,15,16,32,44,48,40,,144285700,2885714,320892077,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000099,2014-11-28,1,10,21,35,40,44,36,,104249600,2084992,57337280,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000100,2014-12-02,9,11,13,23,26,42,47,,95229550,1904591,132565183,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000101,2014-12-05,11,18,30,34,37,47,17,,99073200,1981464,54490260,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000102,2014-12-09,7,9,23,33,41,43,24,,98502900,1970058,78620189,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000103,2014-12-12,7,8,24,29,32,48,37,,103420750,2068415,104199451,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000104,2014-12-16,17,28,32,34,35,45,8,,103940850,2078817,123243902,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000105,2014-12-19,1,9,24,32,41,49,40,,106154200,2123084,148583315,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000106,2014-12-23,3,27,30,31,32,39,35,,113913800,2278276,175853938,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000107,2014-12-26,9,27,32,42,45,49,30,,124385000,2487700,206763342,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
103000108,2014-12-30,7,30,32,44,48,49,45,,139737900,2794758,244845838,,,,,,,,,taiwanlottery_result_download_2014,2026-07-01T14:04:20
104000001,2015-01-02,13,22,23,29,31,48,6,,155706550,3114131,289411837,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000002,2015-01-06,11,16,29,30,37,43,13,,189137700,3782754,339303949,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000003,2015-01-09,7,8,18,21,23,24,11,,236369500,4727390,408289487,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000004,2015-01-13,2,14,16,22,37,46,49,,118302200,2366044,65066210,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000005,2015-01-16,2,17,28,32,38,46,49,,114578150,2291563,93243863,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000006,2015-01-20,9,24,28,35,45,47,48,,112155650,2243113,120113208,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000007,2015-01-23,8,16,20,38,39,42,29,,113354400,2267088,147861942,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000008,2015-01-27,4,9,15,21,27,45,6,,114568350,2291367,174336796,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000009,2015-01-30,3,14,24,35,39,44,28,,121710950,2434219,202564513,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000010,2015-02-03,5,13,15,16,18,30,8,,122413900,2448278,219348780,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000011,2015-02-06,5,11,29,36,42,46,48,,133167200,2663344,249232969,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000012,2015-02-10,14,15,26,29,35,44,9,,114223500,2284470,65338002,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000013,2015-02-13,1,9,15,25,29,35,38,,122228700,2444574,92370288,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000014,2015-02-17,3,11,15,23,40,46,13,,170542250,3410845,146421772,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000015,2015-02-18,3,6,15,16,27,31,14,,487544550,9750891,357069741,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000016,2015-02-19,7,25,27,31,40,49,11,,516089850,10321797,476305046,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000017,2015-02-20,5,9,10,28,29,45,41,,559593750,11191875,614407269,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000018,2015-02-21,2,5,11,17,27,40,20,,308408150,6168163,169624482,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000019,2015-02-22,3,6,12,34,37,43,28,,260782600,5215652,207098169,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000020,2015-02-23,14,20,21,32,38,43,23,,239724800,4794496,179929259,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000021,2015-02-24,3,28,39,41,46,48,9,,279119350,5582387,253515642,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000022,2015-02-27,2,6,27,34,38,43,45,,169047550,3380951,254581758,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000023,2015-03-03,4,6,11,41,43,46,21,,160980800,3219616,290455547,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000024,2015-03-06,6,21,22,35,37,44,29,,159530900,3190618,323857380,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000025,2015-03-10,3,11,25,34,46,47,42,,166029250,3320585,363415942,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000026,2015-03-13,6,9,14,16,22,33,11,,179903650,3598073,408675213,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000027,2015-03-17,5,32,36,40,42,49,1,,188401800,3768036,448652001,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000028,2015-03-20,4,7,9,13,29,46,8,,191800850,3836017,491835236,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000029,2015-03-24,3,4,6,9,17,24,28,,198896200,3977924,532967873,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000030,2015-03-27,12,13,15,18,24,36,39,,105980900,2119618,58289495,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000031,2015-03-31,2,4,13,25,32,43,15,,104815600,2096312,79772905,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000032,2015-04-03,13,32,36,40,42,43,41,,99212500,1984250,132272683,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000033,2015-04-07,11,17,19,33,45,47,4,,99899700,1997994,58880597,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000034,2015-04-10,10,11,17,20,42,44,13,,104984000,2099680,85084057,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000035,2015-04-14,1,22,23,38,48,49,11,,108548650,2170973,105307948,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000036,2015-04-17,26,32,33,36,45,47,39,,110597800,2211956,129254165,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000037,2015-04-21,1,3,11,22,29,33,30,,113047450,2260949,155330506,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000038,2015-04-24,13,25,31,35,41,46,49,,129514500,2590290,186325268,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000039,2015-04-28,3,5,12,26,36,44,23,,113853600,2277072,210540360,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000040,2015-05-01,8,15,25,29,47,49,9,,110751700,2215034,228307201,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000041,2015-05-05,8,28,41,42,44,49,30,,116785200,2335704,254266747,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000042,2015-05-08,2,10,15,28,44,49,39,,126275600,2525512,288270118,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000043,2015-05-12,1,13,23,29,31,33,17,,136995100,2739902,323824122,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000044,2015-05-15,3,6,18,27,29,32,40,,146249150,2924983,359771173,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000045,2015-05-19,15,16,29,39,42,46,14,,152802300,3056046,396055202,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000046,2015-05-22,3,21,23,28,37,43,5,,146169250,2923385,423379208,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000047,2015-05-26,2,10,11,20,26,45,30,,168554400,3371088,464170448,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000048,2015-05-29,2,5,11,28,32,34,24,,197116950,3942339,511919345,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000049,2015-06-02,1,7,19,20,46,47,13,,209943200,4198864,564050805,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000050,2015-06-05,8,21,32,35,41,48,34,,96573300,1931466,60354847,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000051,2015-06-09,3,20,27,34,37,44,12,,96829200,1936584,84464281,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000052,2015-06-12,8,19,22,24,26,28,18,,96869950,1937399,96418240,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000053,2015-06-16,3,4,25,35,41,45,7,,131255600,2625112,236367946,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000054,2015-06-19,3,5,11,18,25,38,15,,180718250,3614365,135397743,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000055,2015-06-23,2,13,33,35,43,45,5,,96565950,1931319,93475767,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000056,2015-06-26,5,6,12,28,29,41,7,,98944450,1978889,118092158,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000057,2015-06-30,18,19,32,35,46,48,47,,92409000,1848180,133287531,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000058,2015-07-03,21,23,28,29,41,46,24,,95468350,1909367,158646433,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000059,2015-07-07,1,14,27,33,42,46,41,,96455500,1929110,183492919,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000060,2015-07-10,5,6,13,26,29,47,33,,91289250,1825785,189853284,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000061,2015-07-14,10,12,14,19,30,45,41,,103961200,2079224,216377722,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000062,2015-07-17,4,7,20,27,33,40,38,,109929200,2198584,242510187,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000063,2015-07-21,8,9,16,39,40,44,28,,114050650,2281013,267656687,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000064,2015-07-24,10,12,25,33,39,42,29,,119557850,2391157,293349560,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000065,2015-07-28,6,15,27,32,44,49,16,,121792650,2435853,320650954,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000066,2015-07-31,13,16,18,30,32,40,29,,135902550,2718051,357878206,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000067,2015-08-04,3,12,17,19,38,48,43,,87468050,1749361,48107427,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000068,2015-08-07,25,26,27,28,36,37,38,,91110050,1822201,69485139,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000069,2015-08-11,1,2,35,43,45,46,14,,88240300,1764806,129776593,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000070,2015-08-14,5,13,14,23,24,42,35,,88325850,1766517,50120770,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000071,2015-08-18,8,20,29,30,42,49,21,,87547500,1750950,66471655,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000072,2015-08-21,10,15,20,21,27,36,45,,93314500,1866290,89020862,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000073,2015-08-25,13,15,22,26,45,47,49,,89369750,1787395,108603404,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000074,2015-08-28,8,11,12,15,40,46,16,,85272950,1705459,129633487,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000075,2015-09-01,9,18,19,20,40,48,3,,91256650,1825133,151715242,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000076,2015-09-04,19,20,44,46,47,49,9,,104898300,2097966,173998800,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000077,2015-09-08,8,28,31,32,36,43,9,,108396300,2167926,201475667,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000078,2015-09-11,5,10,18,29,41,44,30,,117633700,2352674,227734095,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000079,2015-09-15,2,13,30,31,34,44,39,,124085200,2481704,255705544,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000080,2015-09-18,6,16,17,36,37,41,28,,119009400,2380188,284107050,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000081,2015-09-22,6,10,39,44,46,47,30,,146848300,2936966,421956920,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000082,2015-09-25,9,13,21,25,38,39,2,,183553350,3671067,508311909,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000083,2015-09-29,1,3,25,31,35,44,15,,103286350,2065727,146899155,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
104000084,2015-10-02,11,15,36,41,44,45,35,,93075000,1861500,53069195,,,,,,,,,taiwanlottery_result_download_2015,2026-07-01T14:04:22
