period,draw_date,n1,n2,n3,n4,n5,n6,special,draw_order,sales_amount,sales_count,prize_total,jackpot_winners,second_winners,third_winners,fourth_winners,fifth_winners,sixth_winners,seventh_winners,normal_winners,source,fetched_at
111000002,2022-01-07,6,9,15,31,38,39,25,,108241850,2164837,242152133,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000003,2022-01-11,10,11,13,17,36,49,41,,116919750,2338395,270493316,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000004,2022-01-14,5,13,14,24,26,35,39,,115802950,2316059,292057967,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000005,2022-01-18,19,22,33,35,38,48,11,,123585650,2471713,322912516,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000006,2022-01-21,15,26,27,34,37,42,47,,123291000,2465820,348562859,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000007,2022-01-25,2,9,10,15,27,35,44,,139144100,2782882,387473742,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000008,2022-01-28,7,12,36,41,42,44,29,,244971050,4899421,474059452,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000009,2022-01-29,1,2,20,23,26,34,19,,153718600,3074372,90441068,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000010,2022-01-30,3,8,15,20,22,23,36,,189671950,3793439,138128081,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000011,2022-01-31,4,14,32,33,43,44,49,,297457700,5949154,235649428,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000012,2022-02-01,8,25,34,44,45,47,24,,321300500,6426010,319513779,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000013,2022-02-02,6,11,18,23,33,41,39,,293162050,5863241,164170748,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000014,2022-02-03,5,9,18,22,34,36,11,,264235300,5284706,211307869,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000015,2022-02-04,1,18,21,29,36,38,16,,316181350,6323627,292160294,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000016,2022-02-05,2,4,13,36,41,49,16,,253771750,5075435,142112180,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000017,2022-02-06,12,24,29,34,38,42,33,,241425450,4828509,194036023,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000018,2022-02-07,3,18,23,32,40,45,38,,210669600,4213392,235682107,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000019,2022-02-08,5,23,29,33,38,49,24,,218520600,4370412,291662109,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000020,2022-02-09,2,7,11,18,35,45,25,,185438100,3708762,314266144,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000021,2022-02-10,1,22,25,27,41,44,3,,198858000,3977160,363158697,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000022,2022-02-11,23,24,30,42,44,46,48,,233540200,4670804,423236952,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000023,2022-02-15,18,23,26,27,40,42,3,,307385250,6147705,172135740,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000024,2022-02-18,16,20,36,39,47,48,35,,112345600,2246912,133418398,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000025,2022-02-22,3,21,22,34,37,40,5,,101461600,2029232,154870221,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000026,2022-02-25,17,18,21,26,38,49,20,,108713600,2174272,183465926,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000027,2022-03-01,7,17,19,24,31,45,38,,112393500,2247870,213650214,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000028,2022-03-04,1,3,18,29,30,31,26,,100333300,2006666,135342537,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000029,2022-03-08,13,14,16,19,30,44,20,,95331400,1906628,53385584,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000030,2022-03-11,3,4,8,15,21,24,29,,96206150,1924123,77266094,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000031,2022-03-15,1,31,33,37,46,47,36,,95362850,1907257,93439062,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000032,2022-03-18,2,15,21,26,42,44,45,,93116000,1862320,118750291,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000033,2022-03-22,7,21,26,36,43,49,16,,91616950,1832339,137814985,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000034,2022-03-25,14,17,22,45,47,49,26,,93328300,1866566,162466287,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000035,2022-03-29,16,21,24,27,29,43,41,,94675300,1893506,185420551,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000036,2022-04-01,3,10,11,20,34,38,4,,89828500,1796570,136244586,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000037,2022-04-05,8,15,24,27,31,33,13,,84785500,1695710,47479880,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000038,2022-04-08,10,15,19,29,31,44,23,,92704950,1854099,68705977,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000039,2022-04-12,14,17,18,22,40,42,37,,91646250,1832925,89640870,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000040,2022-04-15,2,9,11,14,15,30,22,,92363000,1847260,111341504,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000041,2022-04-19,4,5,18,20,30,41,23,,88335450,1766709,125531241,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000042,2022-04-22,3,28,32,36,47,49,16,,94713050,1894261,148289011,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000043,2022-04-26,12,31,32,42,43,49,36,,95515250,1910305,168455319,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000044,2022-04-29,12,14,18,25,44,48,45,,94821050,1896421,192729985,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000045,2022-05-03,14,16,18,19,21,23,3,,93692500,1873850,216788247,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000046,2022-05-06,1,5,19,28,45,49,29,,102703600,2054072,239741399,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000047,2022-05-10,2,11,20,24,32,48,27,,103455050,2069101,263566664,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000048,2022-05-13,10,24,27,36,37,48,29,,103214850,2064297,285692550,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000049,2022-05-17,9,22,28,29,34,37,36,,129144200,2582884,326941681,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000050,2022-05-20,5,8,12,22,42,49,46,,122914350,2458287,68832036,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000051,2022-05-24,4,19,24,35,45,46,2,,115387250,2307745,137761483,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000052,2022-05-27,4,11,18,37,39,46,27,,107127800,2142556,59991568,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000053,2022-05-31,10,11,17,25,27,28,31,,116019750,2320395,90052701,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000054,2022-06-03,4,11,39,42,43,48,44,,132132200,2642644,140655266,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000055,2022-06-07,4,17,18,19,31,44,46,,107003200,2140064,62564499,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000056,2022-06-10,5,10,13,28,29,38,34,,110257850,2205157,87590297,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000057,2022-06-14,3,9,20,28,29,47,35,,107659950,2153199,110128172,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000058,2022-06-17,7,11,28,30,46,47,48,,105688750,2113775,131222174,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000059,2022-06-21,3,14,20,34,41,44,43,,106286300,2125726,156652656,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000060,2022-06-24,3,18,26,29,40,43,13,,109375200,2187504,61250112,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000061,2022-06-28,21,24,25,41,42,45,34,,81713700,1634274,127345002,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000062,2022-07-01,14,20,29,32,34,43,2,,81550050,1631001,49307090,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000063,2022-07-05,3,8,26,38,45,47,35,,81193250,1623865,64972106,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000064,2022-07-08,5,9,15,35,40,44,10,,84913150,1698263,86712179,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000065,2022-07-12,7,14,17,20,29,45,30,,86204400,1724088,106951974,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000066,2022-07-15,14,15,27,41,43,49,39,,86214350,1724287,122037620,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000067,2022-07-19,9,16,23,29,40,41,43,,87714050,1754281,146004834,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000068,2022-07-22,11,12,24,30,33,38,31,,92519900,1850398,168197168,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000069,2022-07-26,10,12,17,27,29,39,47,,94748400,1894968,189282353,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000070,2022-07-29,12,18,19,21,33,37,15,,98051500,1961030,210353143,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000071,2022-08-02,2,26,28,29,37,48,5,,101584050,2031681,234524904,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000072,2022-08-05,5,18,21,30,43,46,26,,106848950,2136979,260340999,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000073,2022-08-09,9,11,21,23,30,33,34,,89739350,1794787,131356943,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000074,2022-08-12,4,7,15,21,37,43,5,,87808300,1756166,49172648,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000075,2022-08-16,1,7,11,16,18,31,24,,89318650,1786373,69430076,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000076,2022-08-19,3,4,10,21,28,41,15,,88712300,1774246,86627718,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000077,2022-08-23,6,23,24,25,47,49,5,,89684250,1793685,105979753,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000078,2022-08-26,4,16,17,30,38,42,5,,88354950,1767099,120791842,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000079,2022-08-30,5,8,16,27,35,45,37,,123737050,2474741,160921459,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000080,2022-09-02,20,23,25,36,43,45,38,,133915750,2678315,193386008,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000081,2022-09-06,26,32,35,36,38,49,39,,144039550,2880791,150570492,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000082,2022-09-09,7,15,17,28,36,39,1,,162660900,3253218,91090104,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000083,2022-09-13,7,10,15,21,34,48,38,,149583750,2991675,149792742,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000084,2022-09-16,2,6,7,27,31,44,28,,134216800,2684336,75161408,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000085,2022-09-20,11,13,24,29,35,43,1,,122718650,2454373,97635978,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000086,2022-09-23,2,12,30,31,44,48,46,,119889950,2397799,121456362,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000087,2022-09-27,10,17,28,34,40,43,29,,115137450,2302749,148356103,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000088,2022-09-30,5,12,18,28,34,39,24,,118512300,2370246,176272632,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000089,2022-10-04,13,14,23,34,43,49,44,,120998250,2419965,203451048,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000090,2022-10-07,5,10,15,16,26,30,12,,138796550,2775931,243234296,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000091,2022-10-11,1,3,23,25,42,46,2,,110632900,2212658,252144871,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000092,2022-10-14,1,11,13,25,32,36,30,,111130550,2222611,276948134,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000093,2022-10-18,1,14,27,38,39,47,49,,112232600,2244652,302441218,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000094,2022-10-21,11,20,36,37,42,49,3,,120008000,2400160,336244750,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000095,2022-10-25,18,32,36,43,48,49,23,,128614900,2572298,367450036,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000096,2022-10-28,17,18,19,23,25,32,26,,139172200,2783444,406867997,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000097,2022-11-01,17,24,28,32,34,40,3,,146406450,2928129,440371080,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000098,2022-11-04,11,21,23,30,36,47,6,,176692250,3533845,494931070,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000099,2022-11-08,15,18,37,39,44,47,43,,229081150,4581623,564769338,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000100,2022-11-11,2,10,19,20,36,48,37,,100582350,2011647,56326116,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000101,2022-11-15,19,20,26,29,34,39,4,,95845950,1916919,78610656,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000102,2022-11-18,10,17,27,37,44,45,22,,94738400,1894768,102308220,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000103,2022-11-22,5,13,18,24,27,48,32,,96014250,1920285,121316096,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000104,2022-11-25,14,15,20,26,35,41,36,,93951250,1879025,143405145,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000105,2022-11-29,6,21,34,37,46,49,18,,100168150,2003363,170420794,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000106,2022-12-02,8,22,28,40,41,45,34,,91817100,1836342,56762878,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000107,2022-12-06,10,15,27,32,39,42,28,,96547500,1930950,132311180,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000108,2022-12-09,10,16,22,40,45,48,31,,93163300,1863266,52171448,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000109,2022-12-13,6,9,12,14,33,47,34,,91261900,1825238,77002868,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000110,2022-12-16,6,11,12,40,47,49,28,,90360750,1807215,95518877,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000111,2022-12-20,3,4,12,16,29,32,39,,94578550,1891571,120724482,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000112,2022-12-23,9,13,32,34,35,39,1,,94859950,1897199,136110589,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000113,2022-12-27,3,11,16,21,22,39,4,,99390100,1987802,162318012,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
111000114,2022-12-30,5,8,14,17,20,46,7,,95823150,1916463,57093394,,,,,,,,,taiwanlottery_result_download_2022,2026-07-01T14:04:43
112000001,2023-01-03,2,4,8,19,24,39,28,,97465800,1949316,71749322,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000002,2023-01-06,19,22,29,36,43,46,30,,99678950,1993579,91799689,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000003,2023-01-10,15,21,22,30,41,42,24,,108667150,2173343,123350345,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000004,2023-01-13,5,21,23,24,40,44,17,,113280950,2265619,154571437,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000005,2023-01-17,5,17,23,24,36,42,16,,123175000,2463500,181841289,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000006,2023-01-20,16,25,27,31,34,42,6,,267054950,5341099,291219749,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000007,2023-01-21,1,5,16,21,23,25,30,,274091150,5481823,153491044,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000008,2023-01-22,6,8,10,22,27,29,23,,313055850,6261117,230903540,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000009,2023-01-23,7,10,18,23,34,35,9,,290979900,5819598,205894502,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000010,2023-01-24,2,4,18,20,30,32,10,,274825800,5496516,153902448,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000011,2023-01-25,2,3,8,23,24,27,14,,273600200,5472004,210461007,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000012,2023-01-26,10,12,13,21,40,42,49,,265896950,5317939,256924630,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000013,2023-01-27,4,13,28,33,38,39,42,,260596200,5211924,319084325,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000014,2023-01-28,1,19,23,30,35,48,45,,238148400,4762968,360143060,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000015,2023-01-29,2,8,9,15,27,31,42,,259100650,5182013,425715145,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000016,2023-01-30,7,18,23,39,41,43,25,,193300300,3866006,112273368,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000017,2023-01-31,1,26,33,36,40,42,37,,189891700,3797834,148508973,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000018,2023-02-01,5,8,19,23,33,46,48,,164876100,3297522,178783641,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000019,2023-02-02,8,13,19,21,31,45,37,,155528050,3110561,89955020,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000020,2023-02-03,3,14,25,29,44,45,46,,155974350,3119487,128609264,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000021,2023-02-04,2,14,20,21,22,49,38,,125455200,2509104,142370913,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000022,2023-02-05,5,19,25,33,38,42,41,,125314000,2506280,170517808,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000023,2023-02-07,3,8,11,18,28,47,5,,105373100,2107462,187290632,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000024,2023-02-10,7,11,24,28,33,46,3,,123595800,2471916,214967687,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000025,2023-02-14,11,22,23,30,31,49,14,,129510800,2590216,244373838,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000026,2023-02-17,7,9,14,16,26,33,27,,132799800,2655996,275367373,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000027,2023-02-21,1,5,6,11,26,46,41,,148594750,2971895,310472297,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000028,2023-02-24,15,38,39,40,45,48,2,,155111850,3102237,346027138,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000029,2023-02-28,2,11,25,26,27,35,10,,162276300,3245526,386840859,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000030,2023-03-03,13,16,18,22,34,42,14,,185112800,3702256,430381043,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000031,2023-03-07,13,17,23,25,32,41,16,,113878750,2277575,67089177,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000032,2023-03-10,15,19,29,32,39,40,35,,103754200,2075084,89031163,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000033,2023-03-14,3,4,11,12,20,37,5,,100873350,2017467,140256683,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000034,2023-03-17,6,7,10,24,29,40,16,,96418800,1928376,134804784,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000035,2023-03-21,3,11,20,30,41,45,28,,97719700,1954394,56244170,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000036,2023-03-24,2,14,26,34,40,46,13,,94643250,1892865,74139190,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000037,2023-03-28,3,10,26,35,37,44,15,,91412650,1828253,96480482,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000038,2023-03-31,10,22,26,29,45,47,41,,93769950,1875399,116551970,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000039,2023-04-04,10,19,21,33,35,47,9,,92955700,1859114,141865041,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000040,2023-04-07,4,11,20,25,32,39,30,,98282050,1965641,167865577,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000041,2023-04-11,9,12,30,31,33,37,25,,104383550,2087671,187112005,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000042,2023-04-14,10,22,23,35,46,49,2,,104336700,2086734,208998619,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000043,2023-04-18,6,8,10,28,41,43,45,,108820550,2176411,235425163,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000044,2023-04-21,7,11,23,25,27,43,5,,108913000,2178260,258493603,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000045,2023-04-25,5,12,13,27,28,41,37,,116953600,2339072,282377268,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000046,2023-04-28,5,31,38,41,43,47,28,,121225550,2424511,309151945,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000047,2023-05-02,8,9,14,37,42,46,10,,129301050,2586021,344372653,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000048,2023-05-05,10,13,16,19,21,48,30,,148530950,2970619,385193154,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000049,2023-05-09,1,21,22,29,31,44,3,,165771550,3315431,430991406,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000050,2023-05-12,2,7,9,18,20,48,14,,189077150,3781543,475178962,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000051,2023-05-16,1,19,26,34,38,43,48,,96481400,1929628,54029584,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000052,2023-05-19,5,8,9,35,38,44,31,,89333200,1786664,73730810,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000053,2023-05-23,5,20,23,38,44,46,33,,94117200,1882344,95189319,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000054,2023-05-26,5,10,12,15,30,36,26,,94297700,1885954,119293751,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000055,2023-05-30,5,6,9,29,43,45,27,,93375350,1867507,135159492,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000056,2023-06-02,1,5,13,16,23,34,49,,94677900,1893558,151964290,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000057,2023-06-06,8,13,27,30,41,43,18,,134758550,2695171,195420661,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000058,2023-06-09,30,32,36,38,46,49,26,,152706600,3054132,238493032,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000059,2023-06-13,1,6,8,9,10,21,2,,161700200,3234004,279581409,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000060,2023-06-16,2,21,22,30,33,41,42,,134267350,2685347,75189716,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000061,2023-06-20,5,15,32,34,37,41,11,,140032500,2800650,109986819,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000062,2023-06-23,4,8,23,31,42,49,16,,144388950,2887779,151644852,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000063,2023-06-27,13,24,30,37,43,44,4,,121325650,2426513,67942364,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000064,2023-06-30,6,22,26,29,32,43,38,,112494650,2249893,91287466,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000065,2023-07-04,6,12,15,16,24,41,21,,112890600,2257812,118931634,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000066,2023-07-07,3,6,15,21,24,33,14,,111580350,2231607,144170639,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000067,2023-07-11,10,21,26,34,48,49,39,,112504400,2250088,164731088,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000068,2023-07-14,10,15,17,33,34,45,36,,130940200,2618804,202431544,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000069,2023-07-18,4,5,16,19,34,40,10,,100225400,2004508,216493847,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000070,2023-07-21,3,15,35,39,41,49,38,,106390050,2127801,241811698,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000071,2023-07-25,12,17,28,33,40,45,39,,113127300,2262546,271180716,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000072,2023-07-28,1,3,22,25,34,44,32,,101130950,2022619,291308484,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000073,2023-08-01,11,26,37,38,40,41,28,,120431750,2408635,326272436,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
112000074,2023-08-04,6,10,21,34,38,41,47,,135035300,2700706,361900071,,,,,,,,,taiwanlottery_result_download_2023,2026-07-01T14:04:46
